Ligands	Receptors	source	Organism	Ligands_bchi	Receptors_bchi	Ligands_atha_symbol	Ligands_atha_description	Receptors_atha_symbol	Receptors_atha_description
AT1G70170	AT3G17840	orthologs	Arabidopsis thaliana	Bch07G033310	Bch01G040460	MMP	matrix metalloproteinase	RLK902	receptor-like kinase 902
AT1G70170	AT5G58300	orthologs	Arabidopsis thaliana	Bch07G033310	Bch03G012640	MMP	matrix metalloproteinase	KOIN	Leucine-rich repeat protein kinase family protein
AT1G59970	AT5G58300	orthologs	Arabidopsis thaliana	Bch09G018970	Bch03G012640	AT5-MMP	Matrixin family protein	KOIN	Leucine-rich repeat protein kinase family protein
AT1G24140	AT5G58300	orthologs	Arabidopsis thaliana	Bch09G045310	Bch03G012640	AT3-MMP	Matrixin family protein	KOIN	Leucine-rich repeat protein kinase family protein
AT1G59970	AT5G58150	orthologs	Arabidopsis thaliana	Bch09G018970	Bch03G012710	AT5-MMP	Matrixin family protein	None	Leucine-rich repeat protein kinase family protein
AT1G24140	AT5G58150	orthologs	Arabidopsis thaliana	Bch09G045310	Bch03G012710	AT3-MMP	Matrixin family protein	None	Leucine-rich repeat protein kinase family protein
AT1G70170	AT5G58150	orthologs	Arabidopsis thaliana	Bch07G033310	Bch03G012710	MMP	matrix metalloproteinase	None	Leucine-rich repeat protein kinase family protein
AT2G43790	AT3G46290	orthologs	Arabidopsis thaliana	Bch03G024760	Bch01G027950	MPK6	MAP kinase 6	HERK1	hercules receptor kinase 1
AT3G59790	AT3G46290	orthologs	Arabidopsis thaliana	Bch03G024760	Bch01G027950	MPK10	MAP kinase 10	HERK1	hercules receptor kinase 1
AT1G59970	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G018970	Bch01G027950	AT5-MMP	Matrixin family protein	HERK1	hercules receptor kinase 1
AT5G24010	AT3G46290	orthologs	Arabidopsis thaliana	Bch06G036900	Bch01G027950	None	Protein kinase superfamily protein	HERK1	hercules receptor kinase 1
AT2G47110	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G059060	Bch01G027950	UBQ6	ubiquitin 6	HERK1	hercules receptor kinase 1
AT1G70170	AT3G46290	orthologs	Arabidopsis thaliana	Bch07G033310	Bch01G027950	MMP	matrix metalloproteinase	HERK1	hercules receptor kinase 1
AT4G01370	AT3G46290	orthologs	Arabidopsis thaliana	Bch03G032270	Bch01G027950	MPK4	MAP kinase 4	HERK1	hercules receptor kinase 1
AT4G02890	AT3G46290	orthologs	Arabidopsis thaliana	Bch08G019540	Bch01G027950	UBQ14	Ubiquitin family protein	HERK1	hercules receptor kinase 1
AT5G54380	AT3G46290	orthologs	Arabidopsis thaliana	Bch10G013820	Bch01G027950	THE1	protein kinase family protein	HERK1	hercules receptor kinase 1
AT5G37640	AT3G46290	orthologs	Arabidopsis thaliana	Bch01G040140	Bch01G027950	UBQ9	ubiquitin 9	HERK1	hercules receptor kinase 1
AT3G51550	AT3G46290	orthologs	Arabidopsis thaliana	Bch01G024400	Bch01G027950	FER	Malectin/receptor-like protein kinase family protein	HERK1	hercules receptor kinase 1
AT5G56000	AT3G46290	orthologs	Arabidopsis thaliana	Bch03G013980	Bch01G027950	Hsp81.4	HEAT SHOCK PROTEIN 81.4	HERK1	hercules receptor kinase 1
AT1G59580	AT3G46290	orthologs	Arabidopsis thaliana	Bch01G032010	Bch01G027950	MPK2	mitogen-activated protein kinase homolog 2	HERK1	hercules receptor kinase 1
AT2G18170	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G012540	Bch01G027950	MPK7	MAP kinase 7	HERK1	hercules receptor kinase 1
AT3G45640	AT3G46290	orthologs	Arabidopsis thaliana	Bch06G023360	Bch01G027950	MPK3	mitogen-activated protein kinase 3	HERK1	hercules receptor kinase 1
AT2G23200	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G061780	Bch01G027950	None	Protein kinase superfamily protein	HERK1	hercules receptor kinase 1
AT5G61350	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G007560	Bch01G027950	CAP1	Protein kinase superfamily protein	HERK1	hercules receptor kinase 1
AT4G05320	AT3G46290	orthologs	Arabidopsis thaliana	Bch08G019540	Bch01G027950	UBQ10	polyubiquitin 10	HERK1	hercules receptor kinase 1
AT5G03240	AT3G46290	orthologs	Arabidopsis thaliana	Bch10G036360	Bch01G027950	UBQ3	polyubiquitin 3	HERK1	hercules receptor kinase 1
AT5G52640	AT3G46290	orthologs	Arabidopsis thaliana	Bch02G014580	Bch01G027950	HSP90.1	heat shock-like protein	HERK1	hercules receptor kinase 1
AT3G04690	AT3G46290	orthologs	Arabidopsis thaliana	Bch06G040350	Bch01G027950	ANX1	Malectin/receptor-like protein kinase family protein	HERK1	hercules receptor kinase 1
AT3G62250	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G059060	Bch01G027950	UBQ5	ubiquitin 5	HERK1	hercules receptor kinase 1
AT1G24140	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G045310	Bch01G027950	AT3-MMP	Matrixin family protein	HERK1	hercules receptor kinase 1
AT2G46070	AT3G46290	orthologs	Arabidopsis thaliana	Bch05G006130	Bch01G027950	None	mitogen-activated protein kinase 12	HERK1	hercules receptor kinase 1
AT5G28680	AT3G46290	orthologs	Arabidopsis thaliana	Bch06G040350	Bch01G027950	ANX2	Malectin/receptor-like protein kinase family protein	HERK1	hercules receptor kinase 1
AT4G05050	AT3G46290	orthologs	Arabidopsis thaliana	Bch08G019540	Bch01G027950	UBQ11	ubiquitin 11	HERK1	hercules receptor kinase 1
AT5G56030	AT3G46290	orthologs	Arabidopsis thaliana	Bch03G013980	Bch01G027950	HSP81-2	heat shock protein 81-2	HERK1	hercules receptor kinase 1
AT2G21480	AT3G46290	orthologs	Arabidopsis thaliana	Bch08G026570	Bch01G027950	BUPS2	Malectin/receptor-like protein kinase family protein	HERK1	hercules receptor kinase 1
AT3G52590	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G050580	Bch01G027950	UBQ1	ubiquitin extension protein 1	HERK1	hercules receptor kinase 1
AT5G39000	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G049740	Bch01G027950	MDS2	Malectin/receptor-like protein kinase family protein	HERK1	hercules receptor kinase 1
AT4G36450	AT3G46290	orthologs	Arabidopsis thaliana	Bch07G003000	Bch01G027950	MPK14	mitogen-activated protein kinase 14	HERK1	hercules receptor kinase 1
AT2G39360	AT3G46290	orthologs	Arabidopsis thaliana	Bch03G022390	Bch01G027950	CVY1	Protein kinase superfamily protein	HERK1	hercules receptor kinase 1
AT5G56010	AT3G46290	orthologs	Arabidopsis thaliana	Bch03G013980	Bch01G027950	HSP81-3	heat shock protein 81-3	HERK1	hercules receptor kinase 1
AT4G39110	AT3G46290	orthologs	Arabidopsis thaliana	Bch08G026570	Bch01G027950	BUPS1	Malectin/receptor-like protein kinase family protein	HERK1	hercules receptor kinase 1
AT2G36170	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G050580	Bch01G027950	UBQ2	60S ribosomal protein L40-1	HERK1	hercules receptor kinase 1
AT1G23410	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G045950	Bch01G027950	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	HERK1	hercules receptor kinase 1
AT5G39020	AT3G46290	orthologs	Arabidopsis thaliana	Bch04G016960	Bch01G027950	MDS3	Malectin/receptor-like protein kinase family protein	HERK1	hercules receptor kinase 1
AT1G10210	AT3G46290	orthologs	Arabidopsis thaliana	Bch01G032010	Bch01G027950	MPK1	mitogen-activated protein kinase 1	HERK1	hercules receptor kinase 1
AT5G39030	AT3G46290	orthologs	Arabidopsis thaliana	Bch06G038970	Bch01G027950	MDS4	Protein kinase superfamily protein	HERK1	hercules receptor kinase 1
AT1G07880	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G071220	Bch01G027950	ATMPK13	Protein kinase superfamily protein	HERK1	hercules receptor kinase 1
AT4G11330	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G029130	Bch01G027950	MPK5	MAP kinase 5	HERK1	hercules receptor kinase 1
AT1G01560	AT3G46290	orthologs	Arabidopsis thaliana	Bch03G032270	Bch01G027950	MPK11	MAP kinase 11	HERK1	hercules receptor kinase 1
AT1G30570	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G040100	Bch01G027950	HERK2	hercules receptor kinase 2	HERK1	hercules receptor kinase 1
AT5G38990	AT3G46290	orthologs	Arabidopsis thaliana	Bch09G049740	Bch01G027950	MDS1	Malectin/receptor-like protein kinase family protein	HERK1	hercules receptor kinase 1
AT5G56030	AT5G02070	orthologs	Arabidopsis thaliana	Bch03G013980	Bch10G037140	HSP81-2	heat shock protein 81-2	None	Protein kinase family protein
AT3G23010	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G006840	Bch10G037140	RLP36	receptor like protein 36	None	Protein kinase family protein
AT3G12610	AT5G02070	orthologs	Arabidopsis thaliana	Bch03G038190	Bch10G037140	DRT100	Leucine-rich repeat (LRR) family protein	None	Protein kinase family protein
AT1G13230	AT5G02070	orthologs	Arabidopsis thaliana	Bch06G045180	Bch10G037140	ExLRR2	Leucine-rich repeat (LRR) family protein	None	Protein kinase family protein
AT1G49860	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G010940	Bch10G037140	GSTF14	glutathione S-transferase (class phi) 14	None	Protein kinase family protein
AT2G42800	AT5G02070	orthologs	Arabidopsis thaliana	Bch05G003450	Bch10G037140	RLP29	receptor like protein 29	None	Protein kinase family protein
AT5G17220	AT5G02070	orthologs	Arabidopsis thaliana	Bch10G025700	Bch10G037140	GSTF12	glutathione S-transferase phi 12	None	Protein kinase family protein
AT3G62250	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G059060	Bch10G037140	UBQ5	ubiquitin 5	None	Protein kinase family protein
AT2G47110	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G059060	Bch10G037140	UBQ6	ubiquitin 6	None	Protein kinase family protein
AT5G37640	AT5G02070	orthologs	Arabidopsis thaliana	Bch01G040140	Bch10G037140	UBQ9	ubiquitin 9	None	Protein kinase family protein
AT4G02520	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G002040	Bch10G037140	GSTF2	glutathione S-transferase PHI 2	None	Protein kinase family protein
AT4G05050	AT5G02070	orthologs	Arabidopsis thaliana	Bch08G019540	Bch10G037140	UBQ11	ubiquitin 11	None	Protein kinase family protein
AT1G80080	AT5G02070	orthologs	Arabidopsis thaliana	Bch07G028460	Bch10G037140	TMM	Leucine-rich repeat (LRR) family protein	None	Protein kinase family protein
AT1G02930	AT5G02070	orthologs	Arabidopsis thaliana	Bch08G040400	Bch10G037140	GSTF6	glutathione S-transferase 6	None	Protein kinase family protein
AT1G17250	AT5G02070	orthologs	Arabidopsis thaliana	Bch08G033780	Bch10G037140	RLP3	receptor like protein 3	None	Protein kinase family protein
AT5G06860	AT5G02070	orthologs	Arabidopsis thaliana	Bch10G033240	Bch10G037140	PGIP1	polygalacturonase inhibiting protein 1	None	Protein kinase family protein
AT3G52590	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G050580	Bch10G037140	UBQ1	ubiquitin extension protein 1	None	Protein kinase family protein
AT1G70490	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G045850	Bch10G037140	ARFA1D	Ras-related small GTP-binding family protein	None	Protein kinase family protein
AT2G36170	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G050580	Bch10G037140	UBQ2	60S ribosomal protein L40-1	None	Protein kinase family protein
AT1G02950	AT5G02070	orthologs	Arabidopsis thaliana	Bch10G002550	Bch10G037140	None	glutathione S-transferase F4	None	Protein kinase family protein
AT2G30860	AT5G02070	orthologs	Arabidopsis thaliana	Bch03G017520	Bch10G037140	GSTF9	glutathione S-transferase PHI 9	None	Protein kinase family protein
AT5G03240	AT5G02070	orthologs	Arabidopsis thaliana	Bch10G036360	Bch10G037140	UBQ3	polyubiquitin 3	None	Protein kinase family protein
AT4G05320	AT5G02070	orthologs	Arabidopsis thaliana	Bch08G019540	Bch10G037140	UBQ10	polyubiquitin 10	None	Protein kinase family protein
AT2G47730	AT5G02070	orthologs	Arabidopsis thaliana	Bch03G026370	Bch10G037140	GSTF8	glutathione S-transferase phi 8	None	Protein kinase family protein
AT3G28890	AT5G02070	orthologs	Arabidopsis thaliana	Bch04G022630	Bch10G037140	RLP43	receptor like protein 43	None	Protein kinase family protein
AT5G56000	AT5G02070	orthologs	Arabidopsis thaliana	Bch03G013980	Bch10G037140	Hsp81.4	HEAT SHOCK PROTEIN 81.4	None	Protein kinase family protein
AT1G02920	AT5G02070	orthologs	Arabidopsis thaliana	Bch08G040400	Bch10G037140	GSTF7	glutathione S-transferase 7	None	Protein kinase family protein
AT1G68090	AT5G02070	orthologs	Arabidopsis thaliana	Bch02G020370	Bch10G037140	ANN5	annexin 5	None	Protein kinase family protein
AT3G12145	AT5G02070	orthologs	Arabidopsis thaliana	Bch01G044450	Bch10G037140	FLR1	Leucine-rich repeat (LRR) family protein	None	Protein kinase family protein
AT5G06870	AT5G02070	orthologs	Arabidopsis thaliana	Bch10G033220	Bch10G037140	PGIP2	polygalacturonase inhibiting protein 2	None	Protein kinase family protein
AT1G74200	AT5G02070	orthologs	Arabidopsis thaliana	Bch07G031560	Bch10G037140	RLP16	receptor like protein 16	None	Protein kinase family protein
AT4G24190	AT5G02070	orthologs	Arabidopsis thaliana	Bch01G015890	Bch10G037140	SHD	Chaperone protein htpG family protein	None	Protein kinase family protein
AT3G62760	AT5G02070	orthologs	Arabidopsis thaliana	Bch04G000600	Bch10G037140	ATGSTF13	Glutathione S-transferase family protein	None	Protein kinase family protein
AT1G23410	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G045950	Bch10G037140	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	None	Protein kinase family protein
AT1G02940	AT5G02070	orthologs	Arabidopsis thaliana	Bch10G002530	Bch10G037140	None	glutathione S-transferase (class phi) 5	None	Protein kinase family protein
AT2G26300	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G060110	Bch10G037140	GP ALPHA 1	G protein alpha subunit 1	None	Protein kinase family protein
AT5G52640	AT5G02070	orthologs	Arabidopsis thaliana	Bch02G014580	Bch10G037140	HSP90.1	heat shock-like protein	None	Protein kinase family protein
AT1G23490	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G045850	Bch10G037140	ARF1	ADP-ribosylation factor 1	None	Protein kinase family protein
AT4G02890	AT5G02070	orthologs	Arabidopsis thaliana	Bch08G019540	Bch10G037140	UBQ14	Ubiquitin family protein	None	Protein kinase family protein
AT2G30870	AT5G02070	orthologs	Arabidopsis thaliana	Bch03G017530	Bch10G037140	GSTF10	glutathione S-transferase PHI 10	None	Protein kinase family protein
AT1G17240	AT5G02070	orthologs	Arabidopsis thaliana	Bch07G040930	Bch10G037140	None	receptor like protein 2	None	Protein kinase family protein
AT5G56010	AT5G02070	orthologs	Arabidopsis thaliana	Bch03G013980	Bch10G037140	HSP81-3	heat shock protein 81-3	None	Protein kinase family protein
AT3G03190	AT5G02070	orthologs	Arabidopsis thaliana	Bch05G048980	Bch10G037140	GSTF11	glutathione S-transferase F11	None	Protein kinase family protein
AT2G02930	AT5G02070	orthologs	Arabidopsis thaliana	Bch09G002040	Bch10G037140	GSTF3	glutathione S-transferase F3	None	Protein kinase family protein
AT5G56030	AT4G31100	orthologs	Arabidopsis thaliana	Bch03G013980	Bch01G007130	HSP81-2	heat shock protein 81-2	None	wall-associated kinase
AT3G52590	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G050580	Bch01G007130	UBQ1	ubiquitin extension protein 1	None	wall-associated kinase
AT4G02520	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G002040	Bch01G007130	GSTF2	glutathione S-transferase PHI 2	None	wall-associated kinase
AT1G80080	AT4G31100	orthologs	Arabidopsis thaliana	Bch07G028460	Bch01G007130	TMM	Leucine-rich repeat (LRR) family protein	None	wall-associated kinase
AT3G03190	AT4G31100	orthologs	Arabidopsis thaliana	Bch05G048980	Bch01G007130	GSTF11	glutathione S-transferase F11	None	wall-associated kinase
AT2G30870	AT4G31100	orthologs	Arabidopsis thaliana	Bch03G017530	Bch01G007130	GSTF10	glutathione S-transferase PHI 10	None	wall-associated kinase
AT1G02920	AT4G31100	orthologs	Arabidopsis thaliana	Bch08G040400	Bch01G007130	GSTF7	glutathione S-transferase 7	None	wall-associated kinase
AT1G02940	AT4G31100	orthologs	Arabidopsis thaliana	Bch10G002530	Bch01G007130	None	glutathione S-transferase (class phi) 5	None	wall-associated kinase
AT4G02890	AT4G31100	orthologs	Arabidopsis thaliana	Bch08G019540	Bch01G007130	UBQ14	Ubiquitin family protein	None	wall-associated kinase
AT3G23010	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G006840	Bch01G007130	RLP36	receptor like protein 36	None	wall-associated kinase
AT2G36170	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G050580	Bch01G007130	UBQ2	60S ribosomal protein L40-1	None	wall-associated kinase
AT5G03240	AT4G31100	orthologs	Arabidopsis thaliana	Bch10G036360	Bch01G007130	UBQ3	polyubiquitin 3	None	wall-associated kinase
AT3G12610	AT4G31100	orthologs	Arabidopsis thaliana	Bch03G038190	Bch01G007130	DRT100	Leucine-rich repeat (LRR) family protein	None	wall-associated kinase
AT1G13230	AT4G31100	orthologs	Arabidopsis thaliana	Bch06G045180	Bch01G007130	ExLRR2	Leucine-rich repeat (LRR) family protein	None	wall-associated kinase
AT1G23410	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G045950	Bch01G007130	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	None	wall-associated kinase
AT5G56000	AT4G31100	orthologs	Arabidopsis thaliana	Bch03G013980	Bch01G007130	Hsp81.4	HEAT SHOCK PROTEIN 81.4	None	wall-associated kinase
AT5G06860	AT4G31100	orthologs	Arabidopsis thaliana	Bch10G033240	Bch01G007130	PGIP1	polygalacturonase inhibiting protein 1	None	wall-associated kinase
AT2G47110	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G059060	Bch01G007130	UBQ6	ubiquitin 6	None	wall-associated kinase
AT4G24190	AT4G31100	orthologs	Arabidopsis thaliana	Bch01G015890	Bch01G007130	SHD	Chaperone protein htpG family protein	None	wall-associated kinase
AT1G23490	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G045850	Bch01G007130	ARF1	ADP-ribosylation factor 1	None	wall-associated kinase
AT5G17220	AT4G31100	orthologs	Arabidopsis thaliana	Bch10G025700	Bch01G007130	GSTF12	glutathione S-transferase phi 12	None	wall-associated kinase
AT3G62250	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G059060	Bch01G007130	UBQ5	ubiquitin 5	None	wall-associated kinase
AT1G17250	AT4G31100	orthologs	Arabidopsis thaliana	Bch08G033780	Bch01G007130	RLP3	receptor like protein 3	None	wall-associated kinase
AT1G70490	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G045850	Bch01G007130	ARFA1D	Ras-related small GTP-binding family protein	None	wall-associated kinase
AT2G30860	AT4G31100	orthologs	Arabidopsis thaliana	Bch03G017520	Bch01G007130	GSTF9	glutathione S-transferase PHI 9	None	wall-associated kinase
AT5G37640	AT4G31100	orthologs	Arabidopsis thaliana	Bch01G040140	Bch01G007130	UBQ9	ubiquitin 9	None	wall-associated kinase
AT1G02930	AT4G31100	orthologs	Arabidopsis thaliana	Bch08G040400	Bch01G007130	GSTF6	glutathione S-transferase 6	None	wall-associated kinase
AT2G02930	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G002040	Bch01G007130	GSTF3	glutathione S-transferase F3	None	wall-associated kinase
AT1G02950	AT4G31100	orthologs	Arabidopsis thaliana	Bch10G002550	Bch01G007130	None	glutathione S-transferase F4	None	wall-associated kinase
AT3G62760	AT4G31100	orthologs	Arabidopsis thaliana	Bch04G000600	Bch01G007130	ATGSTF13	Glutathione S-transferase family protein	None	wall-associated kinase
AT2G26300	AT4G31100	orthologs	Arabidopsis thaliana	Bch09G060110	Bch01G007130	GP ALPHA 1	G protein alpha subunit 1	None	wall-associated kinase
AT3G28890	AT4G31100	orthologs	Arabidopsis thaliana	Bch04G022630	Bch01G007130	RLP43	receptor like protein 43	None	wall-associated kinase
AT1G68090	AT4G31100	orthologs	Arabidopsis thaliana	Bch02G020370	Bch01G007130	ANN5	annexin 5	None	wall-associated kinase
AT3G12145	AT4G31100	orthologs	Arabidopsis thaliana	Bch01G044450	Bch01G007130	FLR1	Leucine-rich repeat (LRR) family protein	None	wall-associated kinase
AT2G47730	AT4G31100	orthologs	Arabidopsis thaliana	Bch03G026370	Bch01G007130	GSTF8	glutathione S-transferase phi 8	None	wall-associated kinase
AT4G05320	AT4G31100	orthologs	Arabidopsis thaliana	Bch08G019540	Bch01G007130	UBQ10	polyubiquitin 10	None	wall-associated kinase
AT1G17240	AT4G31100	orthologs	Arabidopsis thaliana	Bch07G040930	Bch01G007130	None	receptor like protein 2	None	wall-associated kinase
